Unnamed: 0,FACT_ID,YEAR,NIC1987,state,scheme,urban,lnY,lnK,lnL,lnM,lnW,panelgroup,residuals
5195,0993729F,2008,311,29,Census,0,18.704254553304697,16.7347208041224,4.64439089914137,18.109036265711698,15.167219035164402,3129,0.0573439235428648
5196,0993729F,2009,311,29,Sample,0,19.3931768797703,16.940877623716702,4.70048036579242,18.934877912625,15.7281622015928,3129,0.0391347104329878
5197,0993803F,2008,381,3,Census,1,20.165036673794802,17.8327786726555,5.6276211136906396,19.8114829059518,17.0370019551902,383,-0.0232522911465072
5198,0993803F,2009,381,3,Census,1,18.035042804798397,15.9176893047003,3.8712010109078903,17.6307618194864,15.080478502809902,383,0.00794615875680194
5199,0993829F,2008,351,29,Census,0,15.3015941529582,13.6252788070353,2.19722457733622,14.5355878682979,12.831685339525098,3529,0.123833707164638
5200,0993829F,2009,324,29,Sample,0,15.422664234800902,14.061228770731699,2.19722457733622,14.698641465165,12.9149801434826,3229,0.102765188649553
5201,0994233F,2008,356,33,Census,1,19.967818201812,19.5723008682367,5.48479693349065,19.085479430979102,17.651616530195,3533,0.13620989775759001
5202,0994233F,2009,362,33,Census,1,20.093936567048896,19.5126924998946,5.5333894887275195,18.813271502069302,17.6595312852732,3633,0.31352723344677697
5203,0995828F,2008,381,28,Census,1,16.832906218018902,16.1031275380569,3.8286413964891,16.2503238433759,15.081707296155601,3828,-0.0174727798468286
5204,0995828F,2009,371,28,Sample,1,17.3329703910648,16.3893678206278,4.1896547420264305,16.8759785373289,15.486995508914198,3728,-0.0655796800931441
5205,0995833F,2008,381,33,Census,1,21.1197460627697,18.9431827199037,5.90263333340137,20.5661186131232,17.0682274095716,3833,0.0706397824381124
5206,0995833F,2009,381,33,Census,1,21.094437132177998,19.2553682697173,6.09356977004514,20.594610230148,17.416418650539402,3833,0.0245004524960262
5207,0996428F,2008,352,28,Census,0,22.117919762439698,19.5184939944795,8.14351740579748,21.2049779470712,19.3648267690969,3528,0.141380958951318
5208,0996428F,2009,351,28,Census,0,21.089364247477103,19.4539584495415,8.04974629095219,20.550204986028103,19.267155971289803,3528,-0.0858217516012463
5209,0999203F,2008,332,3,Census,1,15.654615378880301,12.505338252202199,2.89037175789616,15.6964229725547,13.1698883336166,333,-0.19557391856854603
5210,0999203F,2009,382,3,Census,1,16.0863870344915,13.043698759779401,2.83321334405622,15.777018056046801,13.207527366738802,383,-0.0266520753781307
5211,0999229F,2008,999,29,Census,0,20.1060242591369,19.3586681516348,6.084499413075171,19.708782632881,17.1439614817838,9929,-0.11418894728929499
5212,0999229F,2009,371,29,Census,0,19.809296147896603,19.281119855338897,6.184148890937481,19.724501865468604,16.840521845102803,3729,-0.252362624672887
5213,0999529F,2008,999,29,Census,1,20.321772970488897,19.1416534811822,5.59471137960184,19.639053603935302,16.6509147411212,9929,0.0603051244615322
5214,0999529F,2009,371,29,Census,0,20.1801855002903,19.003303259038898,5.52146091786225,19.5912306148829,16.275732031117197,3729,0.0393942247384302
5215,1000001F,2008,342,1,Census,1,12.398037906279098,11.1149526918434,1.38629436111989,11.803541871215698,10.9675696280758,341,-0.0266963522018546
5216,1000001F,2009,341,1,Sample,1,13.1002799293385,10.9399699453647,1.09861228866811,12.2929358379791,10.4848840604804,341,0.137952961142378
5217,1000019F,2008,311,19,Census,0,18.7009412493864,17.0933652600628,5.36129216570943,18.343734187004,15.775601599839002,3119,-0.0996405028403888
5218,1000019F,2009,311,19,Census,0,18.9563632738016,17.1782629848727,5.26785815906333,18.6504195968502,15.844473434666,3119,-0.0999638437793653
5219,1000101F,2008,351,1,Census,1,19.1817346849102,17.4278101302295,3.36729582998647,18.917250392562803,13.608681269463501,351,0.0200007452766204
5220,1000101F,2009,313,1,Sample,1,18.9849214696815,17.5882563636102,3.0445224377234195,18.929746799916398,13.771717852126,311,-0.0684825139355958
5221,1000119F,2008,311,19,Census,0,18.465370305623,16.999561929765502,5.347107530717469,18.3130554090371,15.2446408265175,3119,-0.20072586267058398
5222,1000119F,2009,311,19,Census,0,18.6341267776743,16.8592194900913,5.12396397940326,18.4236996657902,15.0378808957916,3119,-0.146029073793411
5223,1000201F,2008,321,1,Census,1,17.7906293267989,17.6262903033781,3.3322045101752003,17.3727013973942,13.0319795079514,321,-0.0190931276921464
5224,1000201F,2009,324,1,Census,1,18.604749587522896,17.567726403099698,3.85014760171006,18.6285593238689,14.6647465153817,321,-0.179603899510024
5225,1000202F,2008,321,2,Census,0,17.112637627994097,15.4672584362839,2.99573227355399,16.6579313407754,13.277455002435902,322,0.030605921391972
5226,1000202F,2009,351,2,Census,0,16.0653680874299,14.135430301389402,2.3978952727983702,15.7406476789817,12.837440477291999,352,-0.0258646770504782
5227,1000223F,2008,313,23,Census,0,19.2850385574853,18.484146857455897,4.46590811865458,18.8413932989028,15.6284413527139,3123,-0.00449733714966349
5228,1000223F,2009,313,23,Census,0,19.3002775191239,18.3982167368122,4.454347296253509,18.8072611602717,15.726887734276,3123,0.0205211004239771
5229,1000325F,2008,324,25,Sample,0,15.889359191229,14.5811315442525,3.0445224377234195,15.785287345089099,14.063263840834901,3225,-0.19562958801251698
5230,1000325F,2009,324,25,Sample,0,16.132044704056,14.384531256194,3.25809653802148,16.0390637283491,14.004160234473801,3225,-0.19074887354483702
5233,1000501F,2008,352,1,Census,1,16.015554743220598,14.331210550913902,2.07944154167984,15.714955338309,12.078307179893802,351,-0.0251843455290093
5234,1000501F,2009,352,1,Sample,1,17.2143992626738,13.998229182472901,2.19722457733622,16.8439246387891,12.4352900743611,351,0.0937715853506749
5235,1000502F,2008,352,2,Census,0,21.6645404358517,19.476097433385103,6.3026189757449105,20.537124037338398,19.264091892068897,352,0.327024425380912
5236,1000502F,2009,351,2,Census,0,21.5145928100702,19.3349942380422,6.37842618365159,20.4886590071896,19.3162603880608,352,0.271713748124728
5237,1000526F,2008,313,26,Census,0,17.4328041401157,17.2037339207188,3.73766961828337,16.7260823921365,14.099947275278803,3126,0.0555280494745123
5238,1000526F,2009,313,26,Sample,0,17.692966787286803,17.2108533883641,3.5553480614894104,17.1434950402511,13.9538407502105,3126,0.0180597405012595
5239,1000602F,2008,352,2,Census,0,19.0672131606484,17.280473112121197,5.1704839950381505,17.9064616784058,17.0812400595948,352,0.28631581442957105
5240,1000602F,2009,351,2,Census,0,19.2146253435243,17.3473219105977,5.18738580584075,18.0275978850709,17.061663795845,352,0.30489755905132504
5241,1000619F,2008,311,19,Census,0,18.4195769706848,17.120832762394,5.31811999384422,18.3130608499273,15.4441738898268,3119,-0.22531651271766198
5242,1000619F,2009,311,19,Census,0,18.6869680653933,17.0213577120394,5.2882670306945405,18.4753468646514,15.3729092460459,3119,-0.15660751348067098
5243,1000634F,2008,383,34,Census,0,20.3154157868403,17.4549606312293,4.87519732320115,19.8455652000065,16.461134814578,3834,0.0833953132880403
5244,1000634F,2009,381,34,Sample,0,20.6874063880153,18.4785553672372,4.70953020131233,20.284978634702302,16.6248513049689,3834,0.062060748458844
5247,1000725F,2008,381,25,Sample,0,16.2697187014601,13.652307404995199,2.3978952727983702,15.8996803068299,12.7918482513305,3825,0.0107809228911453
5248,1000725F,2009,381,25,Sample,0,16.2409258096745,13.4913925967261,2.484906649788,15.792398629182598,13.151796859091801,3825,0.0410492236339426
5249,1000806F,2008,321,6,Census,0,20.2070698370047,18.6890662075682,7.00940893270864,19.665508684396396,18.016230319240197,326,-0.0506191342567419
5250,1000806F,2009,321,6,Census,0,19.934622953077398,18.5080531404614,6.58479139238572,19.2970610436509,17.7182504701834,326,0.0019104829051510602
5251,1000819F,2008,311,19,Census,0,18.068898772115396,16.0433872160376,4.90527477843843,17.981945724984,15.0722849940605,3119,-0.202325432358874
5252,1000819F,2009,311,19,Census,0,18.266928087356803,15.892332251236999,4.934473933130691,18.0891801268858,15.0602650383422,3119,-0.146973136681289
5253,1000826F,2008,324,26,Census,0,19.4799880965134,18.0672018485661,5.6937321388027,19.0982562107523,17.2716770093726,3226,-0.0817030590980501
5254,1000826F,2009,324,26,Census,0,18.912392863619,18.1111072322573,5.0369526024136295,18.3309000337216,16.871719521577102,3226,0.00167784047021335
5255,1000921F,2008,351,21,Census,1,16.0310280290373,14.620745473728302,2.30258509299405,15.660548637370699,13.0412073049319,3521,-0.0273614640789663
5256,1000921F,2009,324,21,Census,1,15.925146465444099,14.460072006210401,2.30258509299405,15.9906215480824,13.0358339453216,3221,-0.216041409923535
5257,1001019F,2008,311,19,Census,0,18.6885862567467,18.0563964607521,5.2094861528414205,17.8910118159293,15.128175023538999,3119,0.0692783343436325
5258,1001019F,2009,311,19,Census,0,18.4502947380086,17.424894627328598,4.02535169073515,17.9107871884903,15.3478155429933,3119,0.0334205799960099
5259,1001107F,2008,331,7,Census,1,16.470756483573002,13.6542000339677,2.94443897916644,16.1279941197143,13.739889387198,337,-0.00843886271925243
5260,1001107F,2009,331,7,Census,1,15.8986769616714,13.2946881757857,2.7080502011022096,15.4411314978566,13.556126292997101,337,0.0237209481430423
5261,1001134F,2008,371,34,Census,0,17.946246055133198,15.158446420843301,2.94443897916644,17.654958734005398,13.681011620705302,3734,0.021847297739538998
5262,1001134F,2009,371,34,Census,0,18.1734107994137,15.1158657792906,2.94443897916644,17.7728879450747,13.832035858171698,3734,0.0858889703520145
5265,1001323F,2008,313,23,Census,0,20.0816274678325,19.408487176405497,5.95842469302978,19.5255887761441,16.662569051247097,3123,-0.0183389840785662
5266,1001323F,2009,313,23,Census,0,20.0989132740662,19.2455027774837,6.15060276844628,19.9621237799274,16.8576803768858,3123,-0.203875348461175
5267,1001334F,2008,382,34,Census,0,20.0681879939605,18.7144025837263,4.382026634673879,19.527541907842103,15.059135573271599,3834,0.0900748288876922
5268,1001334F,2009,382,34,Census,0,19.6966986695647,18.4705174705036,3.2188758248682006,19.1702671827235,14.075699683830099,3834,0.13621131704549
5269,1001423F,2008,313,23,Census,1,19.1567837122811,17.958571069736102,4.9904325867787405,18.6825388537472,15.6602486702164,3123,-0.0183163912229176
5270,1001423F,2009,313,23,Census,1,19.229523382670102,17.846853144836,5.01727983681492,18.8799752465019,15.6870473883021,3123,-0.0651356729161012
5271,1001425F,2008,369,25,Sample,0,20.7361220711358,16.5293997312904,4.9416424226093,20.396976376186398,15.8502795598895,3625,0.0814504195640193
5272,1001425F,2009,351,25,Census,0,19.9764493736905,16.393791848445,4.23410650459726,19.4852351113494,15.1703459382583,3525,0.139172111170682
5273,1001520F,2008,321,20,Census,1,18.119610790346602,13.1645151248738,3.29583686600433,17.5002696670342,14.436210554664301,3220,0.21201069881403198
5274,1001520F,2009,321,20,Census,1,18.148417648550197,11.9599611507675,3.25809653802148,17.4041905573594,14.2425245292114,3220,0.304202970230921
5275,1001601F,2008,321,1,Census,1,19.956533344457,20.3950199177097,6.04737217904628,19.3954066600128,16.422800032681902,321,-0.0496809484477829
5276,1001601F,2009,341,1,Census,1,20.8601617412453,20.326289775792898,7.297768282531379,20.4799768823367,18.246899064884698,341,-0.137738958392742
5277,1001627F,2008,311,27,Census,1,21.952524136917898,17.2416507044187,6.0282785202307,21.834041956908898,17.84232309887,3127,-0.010983034879672
5278,1001627F,2009,311,27,Census,1,22.1815234467621,19.9763503769008,5.802118375377059,22.0734427981948,17.6536595538596,3127,-0.0639769088047721
5279,1001702F,2008,341,2,Census,1,18.8590807710593,17.3022768880694,3.36729582998647,18.3592960419208,14.7829456518383,342,0.10070949794333302
5280,1001702F,2009,341,2,Sample,1,19.0876980905365,17.253657877667198,4.14313472639153,18.7466184542057,15.184998349642198,342,0.00214105556146471
5281,1001723F,2008,313,23,Census,1,18.937711490097602,16.677631514656998,5.53733426701854,18.6075132678003,16.3144011315688,3123,-0.0929515810732635
5282,1001723F,2009,313,23,Census,1,18.9133630836656,16.5481307669689,5.62040086571715,18.5674223128962,16.238448987881,3123,-0.0898283223345242
5285,1001801F,2008,341,1,Census,1,15.9079926842068,16.134411205437,3.68887945411394,15.3579690282549,13.5459317039224,341,-0.0788963536463605
5286,1001801F,2009,341,1,Sample,1,16.3410640278127,15.9766695914991,3.7841896339182597,15.869768412780099,13.7319615182585,341,-0.0828024904845783
5287,1001901F,2008,341,1,Census,0,17.4006874714857,16.2399239137231,5.09375020080676,16.8577332047639,15.3610846565046,341,-0.0640243857114626
5288,1001901F,2009,341,1,Census,0,17.387589637671798,16.292931076132902,4.54329478227,16.9705155387291,14.851080990049699,341,-0.0863241214478467
5289,1001921F,2008,312,21,Census,1,20.102187763210896,17.451883044269902,6.887552571664621,19.9812341221274,17.7613475423362,3121,-0.204224226071055
5290,1001921F,2009,312,21,Census,1,20.365805518348104,17.7213741697182,6.51767127291227,20.1753554165811,18.526977704024198,3121,-0.14043489664169
5291,1001923F,2008,313,23,Census,1,16.687350626476,16.9028882095743,3.43398720448515,16.515916186791802,13.4632112735757,3123,-0.199761842849226
5292,1001923F,2009,313,23,Census,1,16.637882534623802,16.698363866477898,3.36729582998647,16.404052191357902,13.360961465801699,3123,-0.16702303470351199
5293,1001934F,2008,383,34,Sample,0,12.8879344707634,11.931114090585,1.38629436111989,12.600548122928501,9.53312832812787,3834,-0.157805527024974
5294,1001934F,2009,383,34,Sample,0,12.979575902869302,11.7880360439132,1.38629436111989,12.6288217289155,9.57736833376099,3834,-0.12031998969165401
5295,1002219F,2008,311,19,Census,0,17.307049421039697,16.1801390295033,4.61512051684126,16.9855213786886,14.1727457108733,3119,-0.143377240931805
5296,1002219F,2009,311,19,Sample,0,17.561418091192902,15.027390112517299,4.53259949315326,17.1665059185528,14.3026196506032,3119,-0.0554780731921376
5297,1002234F,2008,383,34,Census,0,19.632413668199803,19.2079978082534,4.85981240436167,19.194089812655,15.6228796026294,3834,-0.0294110837882346
5298,1002234F,2009,383,34,Census,0,19.133363075587802,19.287352436684998,4.31748811353631,18.7345096649632,15.366287516538,3834,-0.0514181716274393
5301,1002725F,2008,321,25,Census,0,19.887093302799002,17.9236334201657,6.25575004175337,19.1460634597358,16.4946502684689,3225,0.0705002758614963
5302,1002725F,2009,324,25,Census,0,19.616662717749602,17.9181112577705,5.96357934361845,19.3407754188813,16.4004977811526,3225,-0.129897846630598
5303,1003002F,2008,352,2,Census,0,21.586188491539698,18.8280344042433,5.572154032177759,20.8372027971152,16.7930561415168,352,0.22393246792504395
5304,1003002F,2009,352,2,Census,0,21.3630638643668,18.666765927264603,5.58724865840025,20.900798757240103,16.9305980368174,352,0.08852693027292699
5305,1003107F,2008,341,7,Census,1,16.610591838375598,14.4536344049521,2.77258872223978,15.639505888380802,13.714858331929,347,0.257794661131795
5306,1003107F,2009,321,7,Census,1,16.8978628681494,14.177527476176698,2.94443897916644,16.4309411496086,13.7802260604316,327,0.0602253115673417
5307,1003119F,2008,311,19,Census,0,17.2470614739222,16.0381959691189,4.36944785246702,17.2997193441702,14.3274319154515,3119,-0.28818157826987606
5308,1003119F,2009,311,19,Sample,0,18.3280306132747,16.4349600774763,4.47733681447821,17.3592719141711,14.4984025130783,3119,0.20828859996351
5309,1003134F,2008,351,34,Census,0,20.1997275492975,18.892577781306898,5.31320597904179,19.5182173615901,16.734743283427598,3534,0.09760607211554101
5310,1003134F,2009,324,34,Census,0,20.235631280710198,19.2734364326617,5.90536184805457,19.733862363472,16.820999576416,3234,-0.0238769696077963
5311,1003219F,2008,311,19,Census,0,19.4722022764442,17.5413253745353,5.57594910314632,19.358075447363802,16.3215792022255,3119,-0.173704570513793
5312,1003219F,2009,311,19,Census,0,19.9712075748956,17.6217282827525,5.52942908751142,19.4653996155577,16.2978225832495,3119,0.0301412774885588
5313,1003224F,2008,311,24,Census,1,20.041201318221,18.878726468054897,4.9628446302599105,19.9844150989716,15.967249950160301,3124,-0.157165886411363
5314,1003224F,2009,311,24,Census,1,20.047407652527603,18.999384052049397,5.24702407216049,19.9005820485193,15.9250036651901,3124,-0.139847890903374
5315,1003302F,2008,352,2,Census,0,20.792943894042,20.0919157856444,5.4971682252932,19.9934688839602,16.7811990404052,352,0.155984759947772
5316,1003302F,2009,352,2,Census,0,21.703743850344,20.1627436103084,6.00635315960173,20.822477322677898,17.1247701862398,352,0.222993178102898
5321,1003434F,2008,382,34,Census,1,21.4556095812095,17.0972439304483,5.0998664278242005,21.0273785894717,15.7452441935901,3834,0.144878250454861
5322,1003434F,2009,382,34,Census,1,20.9929059455011,17.1280308167904,5.105945473900579,20.529474811036398,17.2637473091396,3834,0.12459795102944901
5323,1003634F,2008,313,34,Census,1,16.4925317399315,13.043266872723901,3.4011973816621603,16.0672676482925,14.683817074125303,3134,0.00792918178404811
5324,1003634F,2009,313,34,Sample,1,16.6255390189764,12.868774125941,3.4657359027997297,16.17539761401,14.9426230046521,3134,0.0288590994220286
5325,1003822F,2008,314,22,Sample,1,14.4136350861799,12.9576013434688,2.30258509299405,13.4961971523261,12.1676419434208,3122,0.138019526788922
5326,1003822F,2009,314,22,Sample,1,14.2104747311296,12.825273388830901,2.30258509299405,13.248393874570802,12.175713407144,3122,0.145745348075129
5327,1003921F,2008,321,21,Census,1,20.500088045669898,18.210100116003602,5.74620319054015,19.858509487164,17.3161617424173,3221,0.0961531425021978
5328,1003921F,2009,324,21,Census,1,20.2415775195495,18.502031194392604,5.774551545544409,20.03475250708,17.268178703928303,3221,-0.118981845288502
5329,1003922F,2008,314,22,Sample,0,17.282715488064103,15.2845868793767,4.4998096703302695,16.6663168392194,14.544293565808802,3122,0.0138694273003601
5330,1003922F,2009,314,22,Sample,1,16.4730959522377,15.084239011885199,4.34380542185368,16.144724853673697,14.392583614249698,3122,-0.15296186343750798
5331,1003926F,2008,321,26,Census,0,15.8945013605694,13.1950347623581,2.484906649788,15.1640138654135,13.533974825429,3226,0.147304302981077
5332,1003926F,2009,321,26,Census,0,16.0480757928847,12.974120553417599,2.94443897916644,15.2677554249716,14.0651340964631,3226,0.157083851371359
5333,1004034F,2008,324,34,Census,0,18.1661068948169,17.2121563665848,4.382026634673879,17.9941342787197,15.318200105764198,3234,-0.16040843979119002
5334,1004034F,2009,324,34,Census,0,18.001899893838,16.9927740968511,4.53259949315326,17.4960730062832,15.176510408778698,3234,-0.0331686836247744
5335,1004121F,2008,353,21,Census,0,20.4473200233172,17.4385573270785,3.97029191355212,20.1053465471373,16.5738789677554,3521,0.0963743663961356
5336,1004121F,2009,210,21,Census,0,20.4888877404431,17.3021134494144,3.9318256327243297,20.267318998020603,16.4360156030267,2121,0.058713586124826
5337,1004402F,2008,383,2,Census,1,18.860000444175398,13.710517827095199,2.7080502011022096,18.1803045227687,12.8899211452566,382,0.322322405377315
5338,1004402F,2009,383,2,Sample,1,18.7909084707112,13.5587181957583,2.77258872223978,18.0861599792783,13.1305335072303,382,0.32796769711228
5339,1004434F,2008,341,34,Census,0,15.1920004971625,9.5087745507574,2.94443897916644,14.7026111926544,13.2593458795332,3434,0.0702009087009854
5340,1004434F,2009,341,34,Sample,0,15.3222010601403,12.367304668468199,2.77258872223978,14.880855123997,12.690336650411101,3434,-0.0130271339466805
5341,1004506F,2008,321,6,Census,1,18.646489895505,15.2022746121471,4.969813299576,17.6893982322187,15.5836284889887,326,0.241293071208935
5342,1004506F,2009,321,6,Census,1,17.899923967125698,15.034208140584301,4.8283137373023,17.0847180909215,15.3284473292081,326,0.13965032439407402
5343,1004521F,2008,353,21,Census,1,20.0789970664317,15.7013774945648,3.8712010109078903,19.8962271559793,16.4335018380309,3521,0.057885896538405
5344,1004521F,2009,210,21,Census,1,20.1500397496265,15.5132170532151,3.8712010109078903,19.9427680541074,16.3896262262057,2121,0.0833721630969233
5345,1004726F,2008,352,26,Census,0,19.5709885666711,17.3169416864214,5.61677109766657,19.2811824602075,16.2910631027032,3526,-0.0889263674579173
5346,1004726F,2009,352,26,Census,0,18.539133864413103,17.215652999572598,4.7957905455967405,18.076916581269,15.6849240966467,3526,-0.0365714830888937
5347,1004832B,2008,321,32,Census,1,17.007473161022002,15.325139455900901,2.5649493574615403,16.7678150112676,12.8116000229677,3232,-0.04792263378591599
5348,1004832B,2009,314,32,Census,1,16.730383638223,15.2555100679779,2.5649493574615403,16.7880947333164,12.7285039766096,3132,-0.193164310515632
5349,1005219B,2008,314,19,Census,0,19.3546281180288,12.892630374637301,5.62040086571715,18.546284243864697,15.3783812038579,3119,0.245753223886314
5350,1005219B,2009,314,19,Census,0,19.374971618678302,13.492743115892,5.66988092298052,18.622543375905,15.504152796680698,3119,0.202547938784772
5351,1005334F,2008,356,34,Census,0,14.3485979488107,13.8291062787176,2.77258872223978,13.7771177466056,13.472832391909302,3534,-0.0704198216719121
5352,1005334F,2009,362,34,Sample,1,14.866328591758,13.6796875431319,2.484906649788,13.9198838699712,12.9722838329793,3634,0.148986564867185
5353,1005402F,2008,321,2,Census,0,18.003998703702898,16.026687072450198,3.49650756146648,17.5448252089756,13.7276583397682,322,0.0499703898973927
5354,1005402F,2009,321,2,Sample,0,18.0419646196023,15.993116500874699,3.63758615972639,17.7525480907034,14.056730555573,322,-0.0280147554957981
5355,1005407F,2008,341,7,Sample,1,14.8183632254845,13.9189104423164,1.9459101490553101,14.372068271702002,12.0036172220558,347,-0.0297952530985013
5356,1005407F,2009,321,7,Sample,1,14.8602880681671,13.8891726757568,1.9459101490553101,14.376510600953699,12.0620167115396,327,-0.010189332075579
5357,1005429F,2008,311,29,Census,1,20.7149005569244,16.4522425719002,4.85203026391962,20.5817973338285,16.0227697555498,3129,0.00139750950524054
5358,1005429F,2009,311,29,Census,1,20.6128464447499,16.4281509784603,4.72738781871234,20.489786018008,15.8663147408512,3129,-0.00223057497993473
5359,1005502F,2008,313,2,Census,0,17.9784116923159,18.0439575015541,4.20469261939097,17.3004028860607,15.618186215005698,312,0.0392156112487676
5360,1005502F,2009,313,2,Census,0,18.655529393289303,17.8949929969795,4.55387689160054,17.9718914692727,15.9010371342674,312,0.0730109172616782
5361,1005802F,2008,369,2,Census,0,14.8994838942546,12.244793269821502,3.13549421592915,14.0857498482215,13.2390734288123,362,0.107131570065464
5362,1005802F,2009,369,2,Census,0,15.645622404029801,12.0698061336926,3.97029191355212,14.6418459291273,14.028422803401199,362,0.195185111585052
5363,1005902F,2008,324,2,Census,0,19.714556900246,17.6065865120239,5.6970934865054,19.820274326651102,16.9526213741294,322,-0.249845041627552
5364,1005902F,2009,324,2,Census,0,19.748869474436102,17.695774936905302,5.50938833662798,19.6103604974995,17.0295476935231,322,-0.134251543498362
5365,1006002F,2008,381,2,Census,1,20.2916096330101,15.7593275981024,4.77068462446567,19.556402635514,16.094209082656402,382,0.26234565928003306
5366,1006002F,2009,381,2,Census,0,19.9207295633938,15.6222032271759,4.26267987704132,19.607410533401698,15.846990234277598,382,0.0903866355707432
5367,1006121F,2008,369,21,Census,1,22.2567857727633,21.157861049901303,7.189922170745809,21.5672936981351,19.242519262489,3621,0.0678843751982328
5368,1006121F,2009,369,21,Census,1,22.4104376336165,21.077486112332302,7.0647590277917995,21.7129302740408,19.2586883130423,3621,0.0922334013063857
5369,1006221F,2008,369,21,Census,1,21.4902224784523,20.262829516575398,7.80547462527086,20.822410548894602,18.8936347885045,3621,-0.0097289747447622
5370,1006221F,2009,369,21,Census,1,21.7952301052876,20.1478035556256,8.00636756765025,21.0905677219685,19.038470003020603,3621,0.0186053689041685
5371,1006228F,2008,311,28,Census,0,19.6962496604352,17.718271563000698,6.12029741895095,19.559824532735398,16.7618879745256,3128,-0.18698403846499698
5372,1006228F,2009,311,28,Census,0,19.6407565339366,17.5572482319291,5.25227342804663,19.434659231603803,15.558452370262101,3128,-0.102824915385657
5373,1006302F,2008,381,2,Census,0,19.9439134482406,17.5009690621835,5.6276211136906396,19.5117500501573,16.4156610286657,382,0.00382575067313873
5374,1006302F,2009,381,2,Census,0,20.029615073654,17.6730723951217,5.66296048013595,19.7175009187377,16.607743153264302,382,-0.0487874832995878
5375,1006321F,2008,369,21,Census,0,18.5018435705711,17.4456937627836,7.14519613499717,18.3481417396087,18.134441766343897,3621,-0.324286144446411
5376,1006321F,2009,369,21,Census,0,18.4928421428924,17.376064360836303,7.14519613499717,18.306595413394398,18.0513454846873,3621,-0.309412216721942
5377,1006326F,2008,351,26,Sample,0,16.907729575722197,15.0815924674065,3.1780538303479506,16.538607863045698,13.854441092145699,3526,-0.0321057971141734
5378,1006326F,2009,324,26,Sample,0,16.4480446202048,15.787620518278999,2.99573227355399,16.4666821586916,13.313420208940402,3226,-0.23957750503386396
5381,1006401F,2008,369,1,Sample,1,20.700324603547,16.7815916114799,4.976733742420571,20.434570441471802,15.786908248896598,361,0.0492190123256968
5382,1006401F,2009,351,1,Census,1,20.135985318183,16.8092756912632,6.3818160174061,19.7438633266826,17.0821986847006,351,-0.0266838212547018
5383,1006525F,2008,321,25,Sample,0,14.410630744247198,13.5008311189167,2.30258509299405,13.723804035175199,12.3421877592096,3225,0.023240154032413002
5384,1006525F,2009,324,25,Sample,0,13.9763637933995,13.2733914303959,2.07944154167984,13.8194628761094,12.266267164746301,3225,-0.21465825252753
5385,1006601F,2008,369,1,Sample,0,19.5591982409043,16.6175894263014,3.9120230054281495,19.0396470954089,14.1096685903399,361,0.14580020578770803
5386,1006601F,2009,351,1,Sample,0,18.3463740980815,16.4572723195115,2.83321334405622,17.9122597026674,13.6389363221283,351,0.0926522414761113
5387,1006801F,2008,383,1,Census,1,19.3820551523674,17.2164865931359,3.36729582998647,19.1129845867503,13.618342261413698,381,0.0425322982118264
5388,1006801F,2009,383,1,Census,1,20.1333283902526,17.0735953395214,3.9120230054281495,19.7873485643143,14.9316934461806,381,0.0997990899530627
5389,1007001F,2008,383,1,Census,1,19.527972677669197,17.2503783319599,4.60517018598809,19.1476158783466,15.430965696833901,381,0.0224696122716725
5390,1007001F,2009,383,1,Sample,1,20.203676639423,17.0730012723934,3.49650756146648,19.7799756372834,16.3315685384074,381,0.16406984078103698
5391,1007019F,2008,311,19,Census,0,18.2048513672615,17.115975255007,5.2094861528414205,17.9828674737117,15.0788950723826,3119,-0.18468771368929102
5392,1007019F,2009,311,19,Census,0,18.5039748913402,16.9517792843383,5.2094861528414205,18.337558557090897,15.1531695693106,3119,-0.182310620878685
5393,1007101F,2008,383,1,Census,1,21.8455740902339,17.6128174568529,5.66988092298052,21.3450755633233,17.2478452454177,381,0.16552113237891902
5394,1007101F,2009,383,1,Census,1,21.538699209735604,17.440050658236,5.774551545544409,21.0499436927157,17.602415397113,381,0.136245951018379
5395,1007102F,2008,381,2,Census,1,18.3806585056407,15.4383074096995,3.73766961828337,17.3611711979956,14.899518763566698,382,0.31849378210531
5396,1007102F,2009,324,2,Census,1,17.9703031451177,15.288536682411099,4.276666119016061,17.174873929122,15.3001280207382,322,0.16341847840194199
5397,1007134F,2008,352,34,Census,1,15.571241130913698,14.526480454642401,2.7080502011022096,15.262347903422802,13.2791266114506,3534,-0.10975291595878098
5398,1007134F,2009,351,34,Sample,1,15.6191073398414,14.318274154309199,2.6390573296152597,15.370571265434402,13.455929680957698,3534,-0.12212749509397401
5399,1007301F,2008,321,1,Census,0,15.7155265429989,14.122021025492,2.6390573296152597,14.8318464402789,13.183861927607902,321,0.17332184322637398
5400,1007301F,2009,321,1,Sample,0,15.4955013986199,13.931725012876301,2.5649493574615403,15.112351019263802,12.957419481176698,321,-0.0468018838864248
5401,1007419F,2008,311,19,Sample,0,16.80281665847,13.683507620525802,3.36729582998647,16.646593793819,13.2359754974753,3119,-0.100754485877401
5402,1007419F,2009,311,19,Sample,0,16.8623813968742,13.4627339428333,3.4011973816621603,16.692592933857302,13.4178053614309,3119,-0.0867531998250399
5403,1007434F,2008,352,34,Census,1,17.916112760506,16.094562472922302,2.77258872223978,17.3111683108843,13.9510730171957,3534,0.13805067706665303
